"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT11"
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-11",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-12",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-13",,,,,"32.0",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-14",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-15",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-16",,,,,"13.0",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-17",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-18",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-19",,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-20",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-21",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-22",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-23",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-24",,,,,"1.0",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-25",,,,,"8.6",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-26",,,,,"7.9",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-27",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-28",,,,,"17.3",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-29",,,,,"4.8",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-30",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-01-31",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-01",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-02",,,,,"4.8",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-03",,,,,"0.5","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-04",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-05",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-06",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-07",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-08",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-09",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-10",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-11",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-12",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-13",,,,,,"84.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-15",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-16",,,,,"4.8","102.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-18",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-19",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-20",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-21",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-22",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-23",,,,,"2.5",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-24",,,,,"1.3",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-25",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-26",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-27",,,,,"0.3",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-28",,,,,"13.0",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-02-29",,,,,"4.8",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-03-01",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-03-02",,,,,"2.8",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-03-03",,,,,"34.3",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-03-04",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-03-05",,,,,"7.4",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-03-06",,,,,"1.5",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-03-07",,,,,"59.7",,,,,,,,,,,,,,,,,,,
"US1NYSF0158","LINDENHURST 1.0 NE, NY US","40.695085","-73.358045","5.2","2024-03-08",,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-01","3.3",,,,"0.0","0.0","0.0","6.3","10.0","2.2",,"  340","  320",,,"7.2","9.4",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-02","3.8",,,,"0.0","0.0","0.0","3.2","7.2","-1.0",,"  330","  320",,,"6.7","8.9",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-03","3.6",,,,"0.0","0.0","0.0","3.5","8.3","-0.5",,"  290","  300",,,"7.2","8.9",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-04","5.2",,,,"0.0","0.0","0.0","5.1","8.9","-1.6",,"  320","  310",,,"11.6","16.1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-05","4.4",,,,"0.0","0.0","0.0","0.1","4.4","-3.2",,"  330","  290",,,"8.1","11.2",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-06","3.8",,,,"11.7","10.0","0.0","0.2","3.9","-3.8",,"   40","   40",,,"9.8","13.0","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-07","5.6",,,,"4.3","0.0","0.0","2.9","5.0","1.7",,"   30","   20",,,"9.8","12.1","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-08","4.7",,,,"0.0","0.0","0.0","4.5","8.9","1.7",,"  320","  310",,,"10.7","14.3",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-09","5.3",,,,"52.1","0.0","0.0","4.1","14.4","-0.5",,"  110","  150",,,"14.3","19.7","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-10","8.8",,,,"4.3","0.0","0.0","11.3","15.0","6.7",,"  240","  240",,,"16.1","19.7","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-11","5.4",,,,"0.0","0.0","0.0","7.2","8.9","5.0",,"  260","  250",,,"9.8","13.4",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-12","3.8",,,,"2.5","0.0","0.0","6.4","10.0","1.1",,"   90","  100",,,"10.3","16.1","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-13","8.8",,,,"20.8","0.0","0.0","10.8","16.1","2.2",,"  270","  290",,,"17.0","21.9","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-14","7.9",,,,"0.0","0.0","0.0","2.8","7.2","-2.7",,"  260","  270",,,"17.9","22.4",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-15","3.3",,,,"0.8","10.0","0.0","-2.6","-1.0","-4.3",,"  240","  270",,,"6.7","8.5","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-16","4.8",,,,"6.1","43.0","50.0","-2.3","0.0","-5.5",,"  320","  320",,,"11.2","14.8","    1",,,"    1","    1",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-17","4.6",,,,"0.0","0.0","30.0","-5.4","-3.2","-8.2",,"  290","  300",,,"7.2","9.8",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-18","3.0",,,,"0.0","0.0","30.0","-4.1","1.1","-8.2",,"  230","  280",,,"5.8","10.3",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-19","4.7",,,,"0.3","15.0","30.0","-0.8","0.6","-2.7",,"  310","  310",,,"9.8","12.5","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-20","5.2",,,,"0.0","0.0","30.0","-4.7","-2.7","-7.7",,"  310","  290",,,"9.4","12.1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-21","5.3",,,,"0.0","0.0","30.0","-4.1","0.6","-6.0",,"  310","  300",,,"11.6","14.3",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-22","4.0",,,,"0.0","0.0","30.0","-1.6","3.9","-6.6",,"  240","  250",,,"8.9","11.6",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-23","3.1",,,,"0.3","0.0","0.0","2.4","5.0","0.0",,"  230","  230",,,"7.6","10.3",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-24","1.1",,,,"1.0","0.0","0.0","5.4","7.8","3.9",,"  100","  110",,,"3.6","4.9","    1",,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-25","2.2",,,,"5.3","0.0","0.0","10.2","15.0","7.2",,"  100","  100",,,"5.8","7.6","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-26","2.6",,,,"6.4","0.0","0.0","8.2","9.4","5.6",,"  360","   90",,,"7.2","8.5","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-27","2.9",,,,"0.0","0.0","0.0","7.6","8.9","5.6",,"   20","  320",,,"5.8","7.2","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-28","5.6",,,,"23.4","0.0","0.0","5.6","6.7","3.3",,"   40","   40",,,"10.3","13.9","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-29","6.0",,,,"0.8","0.0","0.0","4.1","5.6","2.8",,"  330","  330",,,"10.7","15.7","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-30","2.9",,,,"0.3","0.0","0.0","3.0","3.9","1.7",,"   10","   40",,,"6.7","8.5",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-01-31","2.1",,,,"0.0","0.0","0.0","3.1","5.0","1.7",,"  150","  150",,,"4.0","5.8",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-01","2.6",,,,"0.0","0.0","0.0","4.2","8.3","0.0",,"  270","  260",,,"6.7","8.9",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-02","4.3",,,,"5.1","0.0","0.0","6.5","7.8","3.9",,"  360","  360",,,"9.4","11.6","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-03","5.0",,,,"0.0","0.0","0.0","4.2","8.3","0.6",,"  350","  360",,,"9.4","11.2",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-04","3.4",,,,"0.0","0.0","0.0","3.3","10.0","-1.6",,"   10","  360",,,"5.8","8.1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-05","5.7",,,,"0.0","0.0","0.0","3.4","8.9","-1.0",,"   10","  360",,,"10.3","12.5",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-06","4.6",,,,"0.0","0.0","0.0","1.8","7.2","-2.7",,"   10","   10",,,"9.8","11.2",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-07","2.6",,,,"0.0","0.0","0.0","3.4","10.0","-1.6",,"  360","  360",,,"6.3","7.6",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-08","1.5",,,,"0.0","0.0","0.0","5.9","12.2","0.0",,"   80","   80",,,"4.5","5.8",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-09","2.0",,,,"0.0","0.0","0.0","7.9","13.3","5.0",,"  110","  110",,,"5.4","7.6",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-10","2.6",,,,"0.0","0.0","0.0","9.7","15.6","5.6",,"  220","  230",,,"6.3","7.6",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-11","4.2",,,,"0.0","0.0","0.0","9.7","11.1","6.7",,"  330","  320",,,"8.1","10.3",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-12","2.8",,,,"0.0","0.0","0.0","6.5","9.4","2.2",,"   40","   30",,,"5.8","6.7",,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-13","6.1",,,,"14.7","124.0","30.0","3.4","5.6","0.6",,"   10","   10",,,"11.2","13.0","    1","    1",,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-14","7.9",,,,"0.0","0.0","50.0","1.9","3.9","-1.0",,"  300","  300",,,"14.8","18.3",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","40.68275","-74.16927","1.9","2024-02-15","3.8",,,,"0.0","0.0","30.0","0.3","3.9","-2.7",,"  310","  310",,,"9.4","13.4",,,,,,,
